"clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year"
"52858","1.0","965","['PHIL']","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","","","","","['Jeanine Grenberg']","100","['TB 216']","Moral Psychology","","119","False","False","A","1","C","20061","['MWF 0905-1000']","","Research","2006"
"52859","1.0","965","['PHIL']","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","","","","","['Jeanine Grenberg']","100","['TB 216']","Moral Psychology","","119","False","False","B","1","C","20061","['MWF 1045-1140']","","Research","2006"
"52860","1.0","970","['PHIL']","This course surveys the origins and development of Western Philosophy from the pre-Socratics to some Medieval attempts to synthesize the Greek philosophical tradition and the Judeo-Christian religious heritage. Students encounter pre-Socratics, Plato, Aristotle, Stoics, Epicureans, Skeptics, Plotinus, Augustine, Anselm and Aquinas, usually through primary texts.","","","","","['Vicki L. Harper']","200","['HH 515']","Ancient & Medieval","","235","False","False","","1","C","20061","['MWF 0200-0255PM']","Ancient and Medieval Philosophy","Research","2006"
"52861","1.0","975","['PHIL']","Students examine concepts fundamental to the practice of natural science such as scientific method, theory, objectivity, observation, confirmation and explanation. Students engage political or civic controversies that turn on the scientific status of particular practices in order to articulate an understanding of scientific practice necessary for the informed citizen. Such controversies include creationism, global warming and repressed memory syndrome.","","","","","['Corliss Swain']","200","['HH 302', 'HH 302']","Philosophy & Science","","244","False","False","","1","C","20061","['T 0935-1100', 'Th 0930-1050']","Philosophy and Science","Research","2006"
"52862","1.0","979","['PHIL']","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","","","","","['Vicki L. Harper']","200","['OM 030', 'OM 030']","Ethics/The Good Life","","252","False","False","C","1","C","20061","['T 1145-0110PM', 'Th 1245-0205PM']","Ethics and the Good Life","Research","2006"
"52863","1.0","987","['PHIL']","Students explore contemporary approaches to classical issues in theory of knowledge that include: the nature and limits of knowledge; foundationalist and holist conceptions of justification; conceptions of truth; relativism and skepticism; and knowledge in the sciences, mathematics, history, ethics and religion. Specific issues discussed vary year to year. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered 2002-03 and every two years.","","","","","['Corliss Swain']","300","['HH 516', 'HH 516']","Epist: Self-Knowledge","","371","False","Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered 2002-03 and every two years.","","1","O","20061","['T 0120-0245PM', 'Th 0215-0335PM']","Studies in Epistemology","Research","2006"
"52864","1.0","991","['PHIL']","Students participate in intensive discussion of a philosophical topic selected from areas such as philosophy of religion, philosophy of science, philosophy of language, aesthetics, social and political philosophy and feminism, with emphasis on contemporary approaches. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered every two or three years.","","","","","['Karen Gervais']","300","['HH 514']","Top:Social&Political Phil","","375","False","Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair. Offered every two or three years.","","1","O","20061","['M 0700-1000PM']","Advanced Topical Studies","Topic","2006"
"52865","1.0","980","['PHIL']","Students identify moral questions the state should answer in order to govern well and then consider a broad historical range of answers. Topics include natural law and natural rights, the rise of liberalism, the relation between liberalism and moral scepticism, contemporary critiques of liberalism, the rise of legal positivism, the privatization of moral and religious values and the conflict between individual rights and the common good.","","","","","['Anthony J. Rudd']","200","['RML 577']","Law,Politics,Morality","","254","False","False","A","1","C","20061","['MWF 1255-0150PM']","Law, Politics, and Morality","Research","2006"
"52866","1.0","980","['PHIL']","Students identify moral questions the state should answer in order to govern well and then consider a broad historical range of answers. Topics include natural law and natural rights, the rise of liberalism, the relation between liberalism and moral scepticism, contemporary critiques of liberalism, the rise of legal positivism, the privatization of moral and religious values and the conflict between individual rights and the common good.","","","","","['Anthony J. Rudd']","200","['OM 011']","Law,Politics,Morality","","254","False","False","B","1","O","20061","['MWF 0905-1000']","Law, Politics, and Morality","Research","2006"
"52867","0.0","16243","['NURS']","","","946","","","['Diana Neal']","300","['HH 215']","Health Assessment Lab","","306","False","False","","1","C","20061","['TTh 0700-0300PM']","","Lab","2006"
