"clbid","credits","crsid","departments","enrolled","firsties","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"47797","0.0","107","[""BIO""]","22","""0/0""","106","""4""","","[""Pele E. Rich""]","""0/0""","100","[""SC 273""]","25","""Cell Bio & Genetics Lab""","125","false","""J""","1","""0/0""","""0/0""","""O""","20051","[""F 0200-0430PM""]","","""Lab""","2005"
"47798","0.0","123","[""BIO""]","20","""0/0""","122","","","[""Jason D. Hill""]","""0/0""","200","[""SC 211""]","22","""Intermediate Genetics Lab""","233","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""T 0800-1100""]","","""Lab""","2005"
"47799","0.0","123","[""BIO""]","24","""0/0""","122","","","[""Jason D. Hill""]","""0/0""","200","[""SC 211""]","22","""Intermediate Genetics Lab""","233","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""T 0120-0420PM""]","","""Lab""","2005"
"47800","0.0","127","[""BIO""]","25","""0/0""","126","","","[""Louis Henry Kermott""]","""0/0""","200","[""SC 253""]","24","""Human Anatomy & Physiol L""","243","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""M 1255-0355PM""]","","""Lab""","2005"
"47801","0.0","127","[""BIO""]","28","""0/0""","126","","","[""Louis Henry Kermott""]","""0/0""","200","[""SC 253""]","24","""Human Anatomy & Physiol L""","243","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""T 0800-1100""]","","""Lab""","2005"
"47802","0.0","127","[""BIO""]","25","""0/0""","126","","","[""Louis Henry Kermott""]","""0/0""","200","[""SC 253""]","24","""Human Anatomy & Physiol L""","243","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""T 0120-0420PM""]","","""Lab""","2005"
"47803","0.0","127","[""BIO""]","22","""0/0""","126","","","[""Louis Henry Kermott""]","""0/0""","200","[""SC 253""]","24","""Human Anatomy & Physiol L""","243","false","""D""","1","""0/0""","""0/0""","""C""","20051","[""W 1150-0250PM""]","","""Lab""","2005"
"47804","0.0","129","[""BIO""]","14","""0/0""","128","","","[""Mathew Easterday""]","""0/0""","200","[""SC 269""]","12","""Animal Physiology Lab""","247","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""T 0120-0420PM""]","","""Lab""","2005"
"47805","0.0","129","[""BIO""]","10","""0/0""","128","","","[""Mathew Easterday""]","""0/0""","200","[""SC 269""]","12","""Animal Physiology Lab""","247","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""W 1255-1355PM""]","","""Lab""","2005"
"47806","0.0","129","[""BIO""]","12","""0/0""","128","","","[""Mathew Easterday""]","""0/0""","200","[""SC 269""]","12","""Animal Physiology Lab""","247","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""Th 0120-0420PM""]","","""Lab""","2005"
"47807","0.0","137","[""BIO""]","13","""0/0""","136","","","[""Charles Jr. Umbanhowar""]","""0/0""","200","[""SC 227""]","20","""Plant Morphology Lab""","252","false","","1","""0/0""","""0/0""","""O""","20051","[""M 0120-0420PM""]","","""Lab""","2005"
"47808","0.0","140","[""BIO""]","20","""0/0""","139","","","[""Diane K. Angell""]","""0/0""","200","[""SC 248""]","18","""Ecological Principles Lab""","261","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""M 1255-1555PM""]","","""Lab""","2005"
"47809","0.0","140","[""BIO""]","18","""0/0""","139","","","[""Diane K. Angell""]","""0/0""","200","[""SC 248""]","18","""Ecological Principles Lab""","261","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""W 1255-1555PM""]","","""Lab""","2005"
"47810","0.0","140","[""BIO""]","19","""0/0""","139","","","[""Diane K. Angell""]","""0/0""","200","[""SC 248""]","18","""Ecological Principles Lab""","261","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""Th 0800-1100""]","","""Lab""","2005"
"47811","0.0","16383","[""BIO""]","11","""0/0""","141","","","[""Michael Swift""]","""0/0""","200","[""SC 229""]","16","""Limnology Lab""","263","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""W 0120-0420PM""]","","""Lab""","2005"
"47812","0.0","16383","[""BIO""]","15","""0/0""","141","","","[""Michael Swift""]","""0/0""","200","[""SC 229""]","16","""Limnology Lab""","263","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""Th 0215-0515PM""]","","""Lab""","2005"
"47813","0.0","16384","[""BIO""]","14","""0/0""","158","""A""","","[""Anne Walter""]","""0/0""","300","[""SC 263""]","16","""Cell Physiology Lab""","341","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""Th 0120-0420PM""]","","""Lab""","2005"
"47814","0.0","16384","[""BIO""]","8","""0/0""","158","""A""","","[""Anne Walter""]","""0/0""","300","[""SC 263""]","16","""Cell Physiology Lab""","341","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""W 0120-0420PM""]","","""Lab""","2005"
"47815","0.0","162","[""BIO""]","15","""0/0""","161","","","[""Kathleen L. Shea""]","""0/0""","300","[""SC 248""]","12","""Field Ecology Lab""","371","false","","1","""0/0""","""0/0""","""C""","20051","[""T 0230-0530PM""]","","""Lab""","2005"
"47816","0.0","163","[""BIO""]","15","""0/0""","161","","","[""Kathleen L. Shea""]","""0/0""","300","[""SC 210""]","12","""Field Ecology Disc""","371","false","","1","""0/0""","""0/0""","""C""","20051","[""Th 0215-0405PM""]","","""Discussion""","2005"
"47817","0.0","168","[""BIO""]","19","""0/0""","166","","","[""Theodore Johnson""]","""0/0""","300","[""SC 210""]","12","""Immunology Disc""","382","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""T 0120-0320PM""]","","""Discussion""","2005"
"47818","0.0","168","[""BIO""]","15","""0/0""","166","","","[""Theodore Johnson""]","""0/0""","300","[""SC 210""]","12","""Immunology Disc""","382","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""W 0200-0400PM""]","","""Discussion""","2005"
"47819","0.0","238","[""CHIN""]","14","""0/0""","237","","","[""Richard Bodman""]","""0/0""","100","[""OM 001""]","30","""Beginning Chinese I Lab""","111","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""T 0800-0925""]","","""Lab""","2005"
"47820","0.0","238","[""CHIN""]","11","""0/0""","237","","","[""Richard Bodman""]","""0/0""","100","[""OM 001""]","30","""Beginning Chinese I Lab""","111","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 0935-1100""]","","""Lab""","2005"
"47821","0.0","242","[""CHIN""]","14","""0/0""","241","","","[""Pin Pin Wan""]","""0/0""","200","[""OM 011"", ""OM 011""]","25","""Intermed Chinese I Lab""","231","false","","1","""0/0""","""0/0""","""O""","20051","[""T 1005-1100"", ""Th 0955-1050""]","","""Lab""","2005"
"47834","0.0","398","[""ENGL""]","47","""0/0""","397","","","[""Karen Cherewatuk"", ""Cathryn Meyer""]","""0/0""","200","[""RML 515""]","54","""Lit in Engl to 1650 Disc""","221","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""F 0905-1000""]","","""Discussion""","2005"
"47835","0.0","398","[""ENGL""]","0","""0/0""","397","","","[""Karen Cherewatuk"", ""Cathryn Meyer""]","""0/0""","200","[""RML 421""]","0","""Lit in Engl to 1650 Disc""","221","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""F 0800-0855""]","","""Discussion""","2005"
"47836","0.0","400","[""ENGL""]","31","""0/0""","399","","","[""Richard DuRocher"", ""Mary Titus""]","""0/0""","200","[""RML 515""]","0","""Lit in Engl 1650-1850 Dis""","222","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""F 1045-1140""]","","""Discussion""","2005"
"47837","0.0","400","[""ENGL""]","1","""0/0""","399","","","[""Richard DuRocher"", ""Mary Titus""]","""0/0""","200","[""RML 520""]","0","""Lit in Engl 1650-1850 Dis""","222","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""F 1045-1140""]","","""Discussion""","2005"
"47838","0.0","400","[""ENGL""]","0","""0/0""","399","","","[""Richard DuRocher"", ""Mary Titus""]","""0/0""","200","[""TBA""]","0","""Lit in Engl 1650-1850 Dis""","222","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""F 0905-1000""]","","""Discussion""","2005"
"47839","0.0","16388","[""ENVST""]","17","""0/0""","461","""R""","","[""Charles Jr. Umbanhowar""]","""0/0""","200","[""RML 477""]","18","""Remote Sensing & GIS Lab""","255","false","","1","""0/0""","""0/0""","""C""","20051","[""W 0120-0320PM""]","","""Lab""","2005"
"47840","0.0","659","[""JAPAN""]","16","""0/0""","658","","","[""Rika Ito""]","""0/0""","100","[""OM 002""]","30","""Beginning Japanese I Lab""","111","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""T 0200-0255PM""]","","""Lab""","2005"
"47841","0.0","659","[""JAPAN""]","21","""0/0""","658","","","[""Rika Ito""]","""0/0""","100","[""OM 002""]","30","""Beginning Japanese I Lab""","111","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 0305-0400PM""]","","""Lab""","2005"
"47842","0.0","663","[""JAPAN""]","22","""0/0""","662","","","[""Holly Ogren""]","""0/0""","200","[""OM 001""]","30","""Intermed Japanese I Lab""","231","false","","1","""0/0""","""0/0""","""O""","20051","[""T 0305-0400PM""]","","""Lab""","2005"
"47887","1.0","569","[""HIST""]","19","""0/0""","","","","[""Clifford C. Weston""]","""0/0""","100","[""RML 421""]","19","""Civil Rights Revolutn""","181","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""MWF 1150-1245PM""]","","""Research""","2005"
"48129","1.0","569","[""HIST""]","19","""0/0""","","","","[""Clifford C. Weston""]","""0/0""","100","[""RML 420""]","19","""Civil Rights Revolutn""","181","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""MWF 0200-0255PM""]","","""Research""","2005"
"48130","1.0","921","[""NORW""]","20","""0/0""","","","","[""Louis E. Janus""]","""0/0""","100","[""OM 011""]","0","""Beginning Norwegian I""","111","false","""D""","1","""0/0""","""0/0""","""O""","20051","[""MWF 0905-1000""]","","""Research""","2005"
"48191","0.0","16243","[""NURS""]","8","""0/0""","946","","","[""Diana Neal""]","""0/0""","300","[""HH 215""]","8","""Health Assessment Lab""","306","false","""A""","1","""0/0""","""0/0""","""C""","20051","[""T 0130-0330PM""]","","""Lab""","2005"
"48196","0.0","16243","[""NURS""]","8","""0/0""","946","","","[""Diana Neal""]","""0/0""","300","[""HH 215""]","8","""Health Assessment Lab""","306","false","""C""","1","""0/0""","""0/0""","""C""","20051","[""Th 0330-0530PM""]","","""Lab""","2005"
"48197","0.0","16243","[""NURS""]","8","""0/0""","946","","","[""Diana Neal""]","""0/0""","300","[""HH 215""]","8","""Health Assessment Lab""","306","false","""B""","1","""0/0""","""0/0""","""C""","20051","[""Th 0130-0330PM""]","","""Lab""","2005"
"48207","0.0","1061","[""PETH""]","9","""0/0""","1060","","","[""Gary Wicks""]","""0/0""","300","","24","""Motor Learning Lab""","373","false","","1","""0/0""","""0/0""","""O""","20051","[""Th 1245-0245PM""]","","""Lab""","2005"
"48208","0.0","1063","[""PETH""]","21","""0/0""","1062","","","[""William Sean Goldsworthy""]","""0/0""","300","[""SAC 103""]","24","""Biomechanics Lab""","374","false","","1","""0/0""","""0/0""","""O""","20051","[""Th 0800-1050""]","","""Lab""","2005"
"48218","0.0","1160","[""PSYCH""]","6","""0/0""","1159","","","[""Bonnie Sherman""]","""0/0""","200","[""HH 204""]","15","""Sensation/Perception Lab""","235","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""Th 0800-1050""]","","""Lab""","2005"
"48220","0.0","1160","[""PSYCH""]","11","""0/0""","1159","","","[""Bonnie Sherman""]","""0/0""","200","[""HH 204""]","15","""Sensation/Perception Lab""","235","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""Th 1245-0345PM""]","","""Lab""","2005"
"48221","0.0","1162","[""PSYCH""]","9","""0/0""","1161","","","[""Shelly D. Dickinson""]","""0/0""","200","[""HH 206""]","15","""Condition & Learning Lab""","236","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""W 1045-1140""]","","""Lab""","2005"
"48222","0.0","1162","[""PSYCH""]","8","""0/0""","1161","","","[""Shelly D. Dickinson""]","""0/0""","200","[""HH 206""]","15","""Condition & Learning Lab""","236","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""W 1150-1245PM""]","","""Lab""","2005"
"48240","0.0","1260","[""RUSSN""]","9","""0/0""","1259","","","[""Irina Walter""]","""0/0""","100","[""OM 004""]","20","""Beginning Russian I Lab""","111","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""T 1150-1245PM""]","","""Lab""","2005"
"48241","0.0","1260","[""RUSSN""]","14","""0/0""","1259","","","[""Irina Walter""]","""0/0""","100","[""OM 001""]","20","""Beginning Russian I Lab""","111","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 0200-0255PM""]","","""Lab""","2005"
"48243","0.0","1265","[""RUSSN""]","14","""0/0""","1264","","","[""Peter-John Thomas""]","""0/0""","200","[""OM 035""]","20","""Intermed Russian I Lab""","231","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""T 1150-1245PM""]","","""Lab""","2005"
"48244","0.0","1265","[""RUSSN""]","10","""0/0""","1264","","","[""Peter-John Thomas""]","""0/0""","200","[""OM 011""]","20","""Intermed Russian I Lab""","231","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 0800-0855""]","","""Lab""","2005"
"48245","0.0","16743","[""MATH""]","18","""0/0""","731","""1""","","[""Matthew Richey""]","""0/0""","100","[""SC 130""]","20","""Calculus I Lab""","120","false","""A""","1","""0/0""","""0/0""","""O""","20051","[""M 0800-0855""]","","""Lab""","2005"
"48247","0.0","16743","[""MATH""]","18","""0/0""","731","""1""","","[""Matthew Richey""]","""0/0""","100","[""SC 282"", ""SC 282""]","20","""Calculus I Lab""","120","false","""B""","1","""0/0""","""0/0""","""O""","20051","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Lab""","2005"
"48248","0.0","16743","[""MATH""]","21","""0/0""","731","""1""","","[""Matthew Richey""]","""0/0""","100","[""SC 130""]","20","""Calculus I Lab""","120","false","""C""","1","""0/0""","""0/0""","""O""","20051","[""F 0200-0255PM""]","","""Lab""","2005"
"48249","0.0","16743","[""MATH""]","22","""0/0""","731","""2""","","[""Amelia J. Taylor""]","""0/0""","100","[""SC 130""]","20","""Calculus I Lab""","120","false","""D""","1","""0/0""","""0/0""","""O""","20051","[""F 0800-0855""]","","""Lab""","2005"
"48251","0.0","16743","[""MATH""]","18","""0/0""","731","""2""","","[""Amelia J. Taylor""]","""0/0""","100","[""SC 130""]","20","""Calculus I Lab""","120","false","""E""","1","""0/0""","""0/0""","""O""","20051","[""F 1150-1245PM""]","","""Lab""","2005"
"48253","0.0","16743","[""MATH""]","21","""0/0""","731","""2""","","[""Amelia J. Taylor""]","""0/0""","100","[""SC 130""]","20","""Calculus I Lab""","120","false","""F""","1","""0/0""","""0/0""","""O""","20051","[""M 0200-0255PM""]","","""Lab""","2005"
"48306","1.0","920","[""NEURO""]","1","""0/0""","","","","[""Gary M. Muir""]","""0/0""","300","","0","""IR/Spatial Cognition""","398","false","","1","""0/0""","""0/0""","""C""","20051","","","""Research""","2005"
"48380","1.0","657","[""FAMST""]","1","""0/0""","","","","[""Sharon Powell""]","""0/0""","300","","0","""IR/Therapeutic Play""","398","false","","1","""0/0""","""0/0""","""C""","20051","","","""Research""","2005"
"48472","1.0","249","[""CHIN""]","1","""0/0""","","","","[""Pin Pin Wan""]","""0/0""","200","","0","""IS/Tibet Lit in Chinese""","298","false","""A""","1","""0/0""","""0/0""","""C""","20051","","""Independent Study""","""Research""","2005"
"48541","1.0","223","[""CHEM""]","1","""0/0""","","","","[""Paul T. Jackson""]","""0/0""","300","","0","""IR/Biodiesel Analysis""","398","false","""C""","1","""0/0""","""0/0""","""C""","20051","","""Independent Research""","""Research""","2005"
"48593","1.0","642","[""HIST""]","1","""0/0""","","","","[""Todd W. Nichol""]","""0/0""","300","","0","""IR/Norw-Lutheran Maps""","398","false","""E""","1","""0/0""","""0/0""","""C""","20051","","""Independent Research""","""Research""","2005"
"48709","1.0","986","[""PHIL""]","0","""0/0""","","","","[""Charles Taliaferro""]","""0/0""","200","","0","""IS/CS Lewis & Contemp""","298","false","""B""","1","""0/0""","""0/0""","""C""","20051","","""Independent Study""","""Research""","2005"
"48711","1.0","986","[""PHIL""]","1","""0/0""","","","","[""Charles Taliaferro""]","""0/0""","200","","0","""IS/C.S. Lewis""","298","false","""C""","1","""0/0""","""0/0""","""C""","20051","","""Independent Study""","""Research""","2005"
"48715","1.0","986","[""PHIL""]","1","""0/0""","","","","[""Gordon D. Marino""]","""0/0""","200","","0","""IS/The Romantic Movement""","298","false","""D""","1","""0/0""","""0/0""","""C""","20051","","""Independent Study""","""Research""","2005"
"48719","1.0","1101","[""PHYS""]","2","""0/0""","","","","[""Dahl David A.""]","""0/0""","300","","0","""IR/Stellar Evolution""","398","false","""B""","1","""0/0""","""0/0""","""C""","20051","","""Independent Research""","""Research""","2005"
"48720","1.0","1101","[""PHYS""]","1","""0/0""","","","","[""Jason J. Engbrecht""]","""0/0""","300","","0","""IR/Positron Research""","398","false","""A""","1","""0/0""","""0/0""","""C""","20051","","""Independent Research""","""Research""","2005"
"48750","1.0","1257","[""REL""]","1","""0/0""","","","","[""Jamie A. Schillinger""]","""0/0""","300","","0","""IR/Theology & Ethics""","398","false","""D""","1","""0/0""","""0/0""","""C""","20051","","""Independent Research""","""Research""","2005"
