"","clbid","credits","crsid","departments","description","groupid","grouptype","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"842",11099,1,1360,"['SWRK']","Humans relate to one another in couples, families, groups, organizations and communities. Through the lens of social systems theory, ethics and a strengths perspective, social work majors apply prerequisite and advanced theoretical research material from biology, sociology and psychology to assess situations encountered by social workers. Diverse examples are drawn from novels -- Joy Luck Club, The Color of Water, A Poison Stronger than Love -- and from students' autobiographies. Prerequisites: Sociology 121 or 126, Psychology 241, and Biology 123 or 243; open to non-majors by permission of program director only. Offered Fall Semester.",NA,"",NA,"['Mary Carlsen']",200,"['OM 035']","Hum Behav in Soc Env","",246,"False","Prerequisites: Sociology 121 or 126, Psychology 241, and Biology 123 or 243; open to non-majors by permission of program director only. Offered Fall Semester.","",1,"C",20051,"['MWF 1045-1140']","Human Behavior in the Social Environment","Research",2005,11
"843",11100,1,1361,"['SWRK']","Social work majors study the ""how-to"" of social work practice, particularly oral communication. They describe strengths, as well as problems, of diverse individuals, families and small groups; frame goals and plans for change utilizing the problem-solving method and the systems perspective; and use ethical decision-making, informed by the scientific method, grounded in the liberal arts and concerned with social justice. Students demonstrate learning in videotaped role playing. Prerequisites: Social Work 221 and concurrent enrollment in Social Work 246. GE: ORC. Offered Fall Semester.",NA,"",NA,"['Naurine Lennox']",200,"['HH 302', 'HH 302']","Incl Pract: Ind/Fam","",254,"False","Prerequisites: Social Work 221 and concurrent enrollment in Social Work 246. GE: ORC. Offered Fall Semester.","",1,"C",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","Methods and Skills in Social Work I","Research",2005,11
"844",11101,1,1366,"['SWRK']","",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20051,"","Internship","Research",2005,0
"845",11102,1,1367,"['SWRK']","",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20051,"","Independent Study","Research",2005,0
"846",11103,1,1368,"['SWRK']","This course immediately precedes the Field Practicum (Social Work 380); in it, majors integrate principles and skills of assessment and planning, develop and implement strategies of ethical intervention with diverse clients with an emphasis on groups and refine skills of termination, evaluation and documentation. Students apply evaluation methods to diverse practice situations, articulate implications of social policy for their practice and demonstrate learning in videotaped role playing. Prerequisite: Social Work 261. Offered in September each year, for majors only.",NA,"",NA,"['Mary Carlsen']",300,"['BC 220', 'BC 220', 'BC 220']","Culturally Comp Pract","",373,"False","Prerequisite: Social Work 261. Offered in September each year, for majors only.","",1,"C",20051,"['MWF 0800-1000', 'MWF 1150-0150PM', 'Th 0935-1050']","Methods and Skills in Social Work III","Research",2005,7
"848",11105,1,1372,"['SWRK']","",NA,"",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20051,"","","Research",2005,0
"849",11106,1,1373,"['SWRK']","",NA,"",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20051,"","Independent Research","Research",2005,0
"850",11107,1,1375,"['THEAT']","A broad-based introduction to the art and craft of theater, this course focuses on the roles of actor, director, playwright and designer, as well as aspects of theater history and works of great dramatic literature. Students attend performances on campus and in the Twin Cities and integrate them with readings, lectures, and discussions. A ticket fee is required. Offered every year.",NA,"",NA,"['Karen Wilson']",100,"","Intro to Theater","",110,"False","False","",1,"O",20051,"['MWF 0905-1000']","Introduction to Theater","Research",2005,40
"851",11108,1,1376,"['THEAT']","This studio course is designed as an overview of the acting process for the non-major: basic acting theories, rehearsal techniques, improvisation, history and styles. Students explore and practice exercises, scene work and audition material. The course requires trips to professional theaters in the Twin Cities. A ticket fee is required. No prerequisites. This course does not fulfill the acting requirement for the major. Offered annually.",NA,"",NA,"['Jeanne I. Willcoxon']",100,"['TB Haugen']","Acting for Non-Majors","",115,"False","False","",1,"C",20051,"['MWF 1045-1140']","Acting for the Non-Major","Research",2005,18
"852",11109,1,1377,"['THEAT']","",NA,"",NA,"['Barbara J. Evans']",100,"['TB 216']","Public Speaking","",120,"False","False","",1,"C",20051,"['MWF 1150-1245PM']","","Research",2005,23
"853",11110,1,1378,"['THEAT']","This studio course is centered on training the actor's instrument and developing basic acting skills including characterization, vocal production, physical and emotional connection, motivation and ensemble work. Exercises, improvisation, monologue and scene work will all be explored. This course requires trips to professional theaters in the Twin Cities.A ticket fee is required. Offered each term.",NA,"",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Intro to Acting","",130,"False","False","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Introduction to Acting","Research",2005,17
"854",11111,1,1381,"['THEAT']","This course focuses on the practices, techniques and materials used in the production of scenic and costume elements for stage performance. Students work on course projects in costume production, scenery production, visual research and computer-aided design. A course fee is required. Open to majors and non-majors. No prerequisite required. Offered once a year.",NA,"",NA,"['Steven E. Reiser']",100,"['TB Green Rm']","Scenery Costumes","",150,"False","False","",1,"O",20051,"['MWF 1045-1140']","Scenery and Costume Production","Research",2005,16
"855",11112,1,1384,"['THEAT']","A studio course for the student with previous acting experience. Through scene and monologue work students explore text and character analysis as well as the requirements of major theatrical period styles. Students perform regularly throughout the semester. Prerequisites: Theatre 110 and 130. Offered Fall Semester only.",NA,"",NA,"['Dona W. Freeman']",200,"['TB Haugen', 'TB Haugen']","Intermediate Acting","",230,"False","Prerequisites: Theatre 110 and 130. Offered Fall Semester only.","",1,"O",20051,"['T 0120-0245PM', 'Th 0215-0335PM']","","Research",2005,12
"856",11113,1,1385,"['THEAT']","This studio course focuses on the fundamentals of stage direction. Students develop skills of play selection, audience analysis, text interpretation, working with actors (including improvisational and technical approaches to voice and movement), stage picturization and blocking, design considerations, and the process of casting and rehearsals. A series of scenes are prepared and presented during the semester focusing on individual elements of stage direction. Prerequisites: Theatre 110, and 115 or 130 or 131. Offered Fall Semester only.",NA,"",NA,"['Gary C. Gisselman']",200,"['TB 227/HAUGE']","Intro to Directing","",232,"False","Prerequisites: Theatre 110, and 115 or 130 or 131. Offered Fall Semester only.","",1,"C",20051,"['MWF 0905-1000']","Beginning Stage Direction","Research",2005,18
"859",11116,1,1388,"['THEAT']","The design and production of lighting and sound in theater, dance, music and general presentation work plays a significant role in the experience of these events. This course introduces the production problems of lighting and sound and includes design projects in both lighting and sound. Course fee required. Open to all majors and non-majors. No prerequisite required. Offered Fall Semester only.",NA,"",NA,"['Brian Bjorklund']",200,"['TB Haugen', 'TB Haugen']","Lighting & Sound","",250,"False","False","",1,"C",20051,"['T 0935-1100', 'Th 0930-1050']","Lighting and Sound-Design and Production","Research",2005,15
"862",11119,1,1391,"['THEAT']","Examines theatrical activities, from theater's origins to 1700, from three interrelated perspectives 1) theater as social history, 2) theater as dramatic literature and 3) theater as performance; i.e. the result of creative decisions made by playwrights, actors, directors and designers. Prerequisite: Theatre 110. Offered in 2002-03 and alternate years.",NA,"",NA,"['Karen Wilson']",200,"['TB 227']","Hist Theater-To 1700","",270,"False","Prerequisite: Theatre 110. Offered in 2002-03 and alternate years.","",1,"C",20051,"['MWF 1150-1245PM']","History of Theater up to 1700","Research",2005,23
"863",11120,1,1394,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: At least three previous courses in department.","",1,"O",20051,"","Internships","Research",2005,0
"864",11121,1,1394,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","Academic Internship","",294,"True","Prerequisite: At least three previous courses in department.","A",1,"O",20051,"","Internships","Research",2005,0
"865",11122,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Dona W. Freeman']",200,"","IS/Acting Shakespeare","",298,"False","Prerequisite: At least three previous courses in department.","",1,"O",20051,"","Independent Study","Research",2005,3
"866",11123,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Dona W. Freeman']",200,"","IS/Acting Shakespeare","",298,"False","Prerequisite: At least three previous courses in department.","A",1,"O",20051,"","Independent Study","Research",2005,1
"867",11124,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","Prerequisite: At least three previous courses in department.","B",1,"O",20051,"","Independent Study","Research",2005,0
"868",11125,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","Prerequisite: At least three previous courses in department.","C",1,"O",20051,"","Independent Study","Research",2005,0
"869",11126,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","Prerequisite: At least three previous courses in department.","D",1,"O",20051,"","Independent Study","Research",2005,0
"870",11127,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","Prerequisite: At least three previous courses in department.","E",1,"O",20051,"","Independent Study","Research",2005,0
"871",11128,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.",NA,"",NA,"['Staff']",200,"","IS/","",298,"False","Prerequisite: At least three previous courses in department.","F",1,"O",20051,"","Independent Study","Research",2005,0
"872",11129,1,1398,"['THEAT']","An in-depth investigation of a selected topic through readings, bibliography, reports and projects. Students may register for the course more than once, provided a different topic is studied. Prerequisite: Theatre 110. Offered every year.",NA,"",NA,"['William Sonnega']",300,"['TB Sem Rm', 'TB Sem Rm']","Top: Playwriting","",379,"False","Prerequisite: Theatre 110. Offered every year.","",1,"C",20051,"['T 1145-0110PM', 'Th 1245-0205PM']","Topics in Interpretation and Theater","Topic",2005,12
