"","clbid","credits","crsid","departments","description","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","title","type","year","enrolled"
"861",53754,1,69,"['ART']","","",NA,"",NA,"['Karil J. Kucera']",200,"","IS/A MangMang Script",298,"False","False","",3,"O",20053,"","","Research",2005,1
"862",53756,1,69,"['ART']","","",NA,"",NA,"['Patrick T. Kelley']",200,"","IS/Advanced Photography",298,"False","False","B",3,"O",20053,"","","Research",2005,1
"863",53757,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"",NA,"['Gordon D. Marino']",300,"","IR/Kierkegaard/Shakespear",398,"False","Prerequisite: one Level III course in philosophy.","A",3,"O",20053,"","Independent Research","Research",2005,1
"864",53758,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"",NA,"['Corliss Swain']",300,"","IR/Self Knowledge",398,"False","Prerequisite: one Level III course in philosophy.","B",3,"O",20053,"","Independent Research","Research",2005,1
"865",53760,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"",NA,"['Charles Taliaferro']",300,"","IR/Natural Law Theory",398,"False","Prerequisite: one Level III course in philosophy.","C",3,"O",20053,"","Independent Research","Research",2005,1
"866",53761,1,993,"['PHIL']","Prerequisite: one Level III course in philosophy.","",NA,"",NA,"['Charles Taliaferro']",300,"","IR/Mysticism",398,"False","Prerequisite: one Level III course in philosophy.","D",3,"O",20053,"","Independent Research","Research",2005,1
"867",53762,1,69,"['ART']","","",NA,"",NA,"['Margaret Ojala']",200,"","IS/Advanced Photography",298,"False","False","C",3,"O",20053,"","","Research",2005,1
"868",53763,1,1058,"['PETH']","","",NA,"",NA,"['Michael M. Ludwig']",200,"","IS/PE Administration",298,"False","False","A",3,"O",20053,"","Independent Study","Research",2005,1
"869",53764,1,1068,"['PETH']","Research","",NA,"",NA,"['Cynthia Book']",300,"","IR/Senior Thesis",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"870",53765,1,1068,"['PETH']","Research","",NA,"",NA,"['Daniel Hagen', 'Cynthia Book']",300,"","IR/Athletic Restraint",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"876",53772,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","",NA,"",NA,"['Daniel Hofrenning']",300,"","IR/Religion & Politics",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"878",53774,1,1152,"['PSCI']","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty.","",NA,"",NA,"['Kristina Thalhammer']",300,"","IR/Elite Rhetoric Democra",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"887",53786,1,1239,"['REL']","","",NA,"",NA,"['Peder J. Jothen']",200,"","IS/Ethics of Niebuhr",298,"False","False","A",3,"O",20053,"","Independent Study","Research",2005,1
"888",53787,1,1239,"['REL']","","",NA,"",NA,"['Elizabeth C. Galbraith']",200,"","IS/Vatican II",298,"False","False","B",3,"O",20053,"","Independent Study","Research",2005,1
"889",53788,1,434,"['ENGL']","","",NA,"",NA,"['Eliot K. Wilson']",200,"","IS/Current Short Fiction",298,"False","False","A",3,"O",20053,"","Independent Study","Research",2005,1
"890",53789,1,434,"['ENGL']","","",NA,"",NA,"['Jan C. Hill']",200,"","IS/Sapir-Whorf Sci-Fi",298,"False","False","B",3,"O",20053,"","Independent Study","Research",2005,1
"891",53790,1,434,"['ENGL']","","",NA,"",NA,"['Jan C. Hill']",200,"","IS/Irish Folk Songs",298,"False","False","C",3,"O",20053,"","Independent Study","Research",2005,1
"892",53791,1,1257,"['REL']","","",NA,"",NA,"['Jennifer Koenig']",300,"","IR/Dance and Theology",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"893",53793,1,1257,"['REL']","","",NA,"",NA,"['Douglas Schuurman']",300,"","IR/Christian Vocation",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"894",53794,1,1257,"['REL']","","",NA,"",NA,"['Jamie A. Schillinger']",300,"","IR/Theology/Lang/Women",398,"False","False","C",3,"O",20053,"","Independent Research","Research",2005,1
"895",53795,1,451,"['ENGL']","","",NA,"",NA,"['Eliot K. Wilson']",300,"","IR/Amer Women's Poetry",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"896",53796,1,451,"['ENGL']","","",NA,"",NA,"['James Heynen']",300,"","IR/Advanced Short Fiction",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"897",53797,1,1257,"['REL']","","",NA,"",NA,"['Gary Stansell']",300,"","IR/Reading Heschel",398,"False","False","D",3,"O",20053,"","Independent Research","Research",2005,1
"898",53798,1,451,"['ENGL']","","",NA,"",NA,"['Carol Holly']",300,"","IR/20th - C Women's Lit",398,"False","False","C",3,"O",20053,"","Independent Research","Research",2005,1
"899",53799,1,1257,"['REL']","","",NA,"",NA,"['William Poehlmann']",300,"","IR/Messianic Expectations",398,"False","False","E",3,"O",20053,"","Independent Research","Research",2005,1
"900",53800,1,451,"['ENGL']","","",NA,"",NA,"['Joan Hepburn']",300,"","IR/Black Media Texts",398,"False","False","D",3,"O",20053,"","Independent Research","Research",2005,1
"901",53801,1,465,"['ENVST']","","",NA,"",NA,"['James Farrell']",200,"","IS/Sustainable Living",298,"False","False","A",3,"O",20053,"","Independent Study","Research",2005,1
"902",53802,1,530,"['GERM']","","",NA,"",NA,"['Karl Fink']",300,"","IR/German Jews in China",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"903",53803,1,530,"['GERM']","","",NA,"",NA,"['Karen R. Achberger']",300,"","IR/German Iden After WWII",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"904",53804,1,530,"['GERM']","","",NA,"",NA,"['Karl Fink']",300,"","IR/Theater Padogogik",398,"False","False","C",3,"O",20053,"","Independent Research","Research",2005,1
"905",53805,1,1285,"['RUSST']","","",NA,"",NA,"['J. Patrick Dale']",300,"","IR/Russia Civ Society",398,"False","False","A",3,"O",20053,"","","Research",2005,1
"906",53806,1,625,"['HIST']","","",NA,"",NA,"['Clifford C. Weston']",200,"","IS/Pacifist Movements",298,"False","False","A",3,"O",20053,"","Independent Study","Research",2005,1
"907",53807,1,1285,"['RUSST']","","",NA,"",NA,"['Peter-John Thomas']",300,"","IR/Bulgakov's Satire",398,"False","False","B",3,"O",20053,"","","Research",2005,1
"908",53808,1,625,"['HIST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",200,"","IS/Mass Media History",298,"False","False","B",3,"O",20053,"","Independent Study","Research",2005,1
"909",53809,1,1395,"['THEAT']","Prerequisite: At least three previous courses in department.","",NA,"",NA,"['Karen Wilson']",200,"","IS/World Theatre",298,"False","Prerequisite: At least three previous courses in department.","A",3,"O",20053,"","Independent Study","Research",2005,1
"910",53810,1,1401,"['THEAT']","","",NA,"",NA,"['Karen Wilson']",300,"","IR/Changing Theatre",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"911",53811,1,1401,"['THEAT']","","",NA,"",NA,"['William Sonnega']",300,"","IR/Screenwriting",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"912",53812,1,1401,"['THEAT']","","",NA,"",NA,"['Karen Wilson']",300,"","IR/World Theatre",398,"False","False","C",3,"O",20053,"","Independent Research","Research",2005,1
"913",53813,1,642,"['HIST']","","",NA,"",NA,"['David M. Perry']",300,"","IR/The Lollards",398,"False","False","A",3,"O",20053,"","Independent Research","Research",2005,1
"914",53814,1,642,"['HIST']","","",NA,"",NA,"['Timothy R. Howe']",300,"","IR/Roman Britain",398,"False","False","B",3,"O",20053,"","Independent Research","Research",2005,1
"915",53815,1,642,"['HIST']","","",NA,"",NA,"['Carolyn Anderson']",300,"","IR/Native Amer. Stories",398,"False","False","C",3,"O",20053,"","Independent Research","Research",2005,1
"916",53816,1,642,"['HIST']","","",NA,"",NA,"['Jeane DeLaney']",300,"","IR/Argentine History",398,"False","False","D",3,"O",20053,"","Independent Research","Research",2005,1
"917",53817,1,642,"['HIST']","","",NA,"",NA,"['Judy Kutulas']",300,"","IR/Civ Rights Strug/Film",398,"False","False","E",3,"O",20053,"","Independent Research","Research",2005,1
"918",53818,1,642,"['HIST']","","",NA,"",NA,"['Steven C. Hahn']",300,"","IR/Minnesota History",398,"False","False","F",3,"O",20053,"","Independent Research","Research",2005,1
"919",53819,1,642,"['HIST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",300,"","IR/Hist/Lit in the 1930s",398,"False","False","G",3,"O",20053,"","Independent Research","Research",2005,1
"920",53820,1,642,"['HIST']","","",NA,"",NA,"['Timothy R. Howe']",300,"","IR/Greek Env/Agri History",398,"False","False","H",3,"O",20053,"","Independent Research","Research",2005,1
"921",53821,1,642,"['HIST']","","",NA,"",NA,"['Maria L. Kelly']",300,"","IR/Teaching JFK",398,"False","False","I",3,"O",20053,"","Independent Research","Research",2005,1
"922",53822,1,642,"['HIST']","","",NA,"",NA,"['Steven C. Hahn']",300,"","IR/Colonial Warfare",398,"False","False","J",3,"O",20053,"","Independent Research","Research",2005,1
"923",53823,1,642,"['HIST']","","",NA,"",NA,"['Timothy R. Howe']",300,"","IR/Ancient Afterlives",398,"False","False","K",3,"O",20053,"","Independent Research","Research",2005,1
"924",53824,1,642,"['HIST']","","",NA,"",NA,"['Eric J. Fure-Slocum']",300,"","IR/Globalization USA",398,"False","False","L",3,"O",20053,"","Independent Research","Research",2005,1
